% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.825545295e+03 +2.825545295e+03 +2.941225295e+03 +2.941225295e+03 +2.2886e+00 -8.2516e-01 -3.5134e+00 +1.0985e+00 +4.1431e+00 +3.8828e-01 +1.2293e+00 +4.8779e-01 +1.5425e-01 -3.7703e+00 +3.5782e+00 -1.6202e+00 -2.7834e+00 -3.4487e+00 +4.5683e+00 +5.8744e-01 +7.0746e-01 -3.3543e+00 -4.0592e+00 -4.7329e+00
2 +2.261249207e+03 +2.261249207e+03 +2.376929207e+03 +2.376929207e+03 +3.4272e+00 +2.4932e+00 +3.9495e-01 -3.5163e+00 +3.8610e+00 -4.8251e+00 -3.3355e+00 +4.2901e+00 -1.6831e+00 -3.8498e+00 +3.7034e+00 -5.1027e-01 +1.3523e+00 -2.2381e+00 -3.7435e+00 +2.8967e+00 +1.8318e+00 -3.9967e+00 +3.3477e+00 +3.8114e+00
5 +1.064926023e+03 +1.064926023e+03 +1.180606023e+03 +1.180606023e+03 +3.9718e+00 +8.3134e-01 -2.8213e+00 +7.1398e-02 -1.1411e+00 +1.8345e+00 -8.2372e-02 -4.1060e+00 -2.9955e+00 -2.7893e+00 +1.3657e+00 -1.5734e-01 -3.9064e+00 +3.6847e-01 -4.2869e-01 -1.9570e+00 -1.2498e+00 +2.6845e+00 -3.8663e+00 +8.1789e-01
16 +9.764702761e+02 +9.764702761e+02 +1.092150276e+03 +1.092150276e+03 -2.7134e+00 +2.1781e+00 +1.2807e+00 -7.2692e-01 -1.1012e+00 +3.2073e-01 -1.8967e+00 +2.6054e+00 +1.2635e+00 +3.2642e+00 -3.6236e+00 -1.4276e+00 -4.0662e+00 -4.3282e+00 -3.2871e+00 +2.0131e+00 +1.0885e+00 +4.1582e+00 +2.9687e+00 -1.4252e+00
46 +6.175955243e+02 +6.175955243e+02 +7.332755243e+02 +7.332755243e+02 +3.0747e+00 +3.9988e+00 -7.2903e-01 +2.1741e+00 -2.0639e+00 -3.2823e-01 -8.8625e-01 -4.3636e-01 -4.3092e+00 -2.9199e+00 +5.9706e-01 +1.1641e+00 -4.3938e+00 +5.6814e-01 -2.4401e+00 -4.6015e+00 -2.1852e+00 +4.0401e+00 +3.6179e+00 -3.0607e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.187856397e+03 +5.187856397e+03 +5.184146397e+03 +5.184146397e+03 +3.5991e+00 +5.5902e-01 -4.9021e+00 +2.8419e-01 +1.3495e+00 +3.9034e+00 +4.3379e+00 -1.2958e+00 +4.8620e+00 +3.6381e+00 -4.0197e+00 -7.6117e-01 +4.5557e+00 +8.8684e-01 +3.8511e+00 -1.7093e+00 +5.2329e-01 -4.0881e+00 +9.1142e-01 +3.4742e+00
3 +9.792601896e+02 +9.792601896e+02 +9.755501896e+02 +9.755501896e+02 -1.7322e+00 -2.8869e+00 +1.2064e-01 -8.0755e-02 -4.9163e+00 +1.8882e+00 +1.6073e+00 +2.1505e+00 +1.8866e+00 +2.8323e-01 -8.1068e-02 -1.3796e+00 -1.9770e+00 -3.6964e+00 +1.5132e+00 -2.9510e+00 +1.8012e-01 +4.6871e+00 +4.3544e+00 -7.9803e-01
136 +6.138470320e+02 +6.138470320e+02 +6.101370320e+02 +6.101370320e+02 +3.2336e+00 -1.6164e+00 -1.7363e+00 +2.7826e+00 -3.4222e+00 +1.8777e+00 +1.7085e-01 -3.5363e+00 -2.4499e+00 -4.2020e+00 +3.1960e+00 -3.1141e-01 +4.5468e+00 -1.9572e+00 +1.5132e+00 -1.2321e+00 -1.9178e+00 -5.1208e-01 +3.1853e+00 -8.1617e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.796360194e+03 +3.796360194e+03 +3.928540194e+03 +3.928540194e+03 +3.1680e+00 +1.2171e+00 -2.4413e+00 +1.0444e+00 -1.0902e+00 +8.5898e-02 +3.6308e+00 -1.0459e+00 +6.4367e-01 +4.2011e+00 +4.6036e+00 -3.1737e+00 +3.6427e+00 -1.4577e-01 +4.8462e+00 +1.3326e+00 -4.9290e+00 -8.2133e-01 -3.1553e+00 +2.7692e+00
2 +1.236295114e+03 +1.236295114e+03 +1.368475114e+03 +1.368475114e+03 -1.5177e+00 +4.4344e+00 -2.1914e-01 +3.3311e+00 -2.3751e+00 -2.7874e+00 -3.8377e+00 +1.6378e-01 -6.3593e-01 -3.1483e+00 +3.3865e+00 -2.0344e+00 +2.2433e+00 -1.1958e+00 -3.8971e+00 +2.2442e+00 -1.4342e+00 -3.4300e+00 +1.0346e+00 -2.6702e+00
7 +9.282627365e+02 +9.282627365e+02 +1.060442736e+03 +1.060442736e+03 -2.5444e-01 -3.2180e+00 -1.6629e-01 +2.6842e+00 -1.8541e+00 -3.4176e+00 +2.6459e+00 +3.0910e+00 -4.5603e+00 -6.1715e-01 +2.4787e+00 -9.4999e-01 +2.0366e+00 +3.4304e+00 -2.7752e+00 -3.6710e+00 -7.4286e-02 +3.0604e+00 -3.3021e+00 +3.3351e+00
325 +5.456666854e+02 +5.456666854e+02 +6.778466854e+02 +6.778466854e+02 -1.8798e+00 -1.4167e+00 +3.2142e+00 -1.9336e+00 -6.4171e-01 -2.1244e-01 -4.4735e+00 -7.1127e-01 -2.2361e+00 +1.1024e+00 +4.8733e+00 +1.4680e+00 +1.0652e+00 -1.2466e+00 -3.3263e+00 +1.7461e+00 -1.0684e+00 +2.5598e+00 -4.3408e-01 -5.4731e-01
% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.302172248e+03 +1.302172248e+03 +7.174422482e+02 +7.174422482e+02 -2.5106e+00 -3.3651e+00 -4.9032e+00 -1.1233e+00 +4.1444e+00 +6.2488e-01 -1.0783e-01 -4.8403e+00 +9.0128e-02 -1.6463e-01 -5.8832e-01 -1.4081e+00 -1.5353e+00 -1.4367e+00 -1.4832e+00 -3.5270e+00 +2.0396e+00 -4.1611e-01 +1.0047e+00 -3.1771e+00
9 +7.990256304e+02 +7.990256304e+02 +2.142956304e+02 +2.142956304e+02 +3.4577e+00 +1.2112e+00 -1.3797e+00 +2.5375e+00 +4.8188e+00 -2.0976e+00 -2.5931e+00 -6.9118e-01 +8.2381e-01 -1.3354e+00 -2.3875e+00 -3.0649e+00 -3.3302e+00 +8.7982e-01 -1.9866e+00 +2.8458e-01 -4.8689e+00 +4.7678e+00 +8.7377e-02 -1.8829e+00
1385 +5.372666058e+02 +5.372666058e+02 -4.746339419e+01 -4.746339419e+01 -7.2124e-01 -7.9833e-01 -1.6821e+00 -4.6483e+00 -4.7345e+00 -1.4566e+00 -5.0591e-01 -1.3842e+00 -3.2728e+00 -3.0487e+00 -4.0493e+00 -3.8735e+00 +1.9852e+00 +3.0093e+00 +3.9066e+00 +1.8110e-01 -1.8659e+00 +2.2423e+00 -1.1085e+00 -1.8072e+00
% function evaluation | noise-free fitness - Fopt (-3.654000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.420781570e+03 +1.420781570e+03 +1.384241570e+03 +1.384241570e+03 -9.8573e-01 +2.8758e+00 -1.8410e+00 +1.8623e+00 +2.2191e+00 -8.0061e-01 -5.6651e-01 +3.5692e+00 +1.8571e+00 -1.4022e+00 -4.4959e+00 +2.6952e+00 +1.9420e+00 -3.2711e+00 -4.1797e+00 +2.6666e+00 +3.8462e-01 -2.1343e+00 -4.5656e+00 -2.7987e-01
17 +9.155996225e+02 +9.155996225e+02 +8.790596225e+02 +8.790596225e+02 -4.3118e+00 +4.0059e+00 -4.1248e+00 +5.0316e-03 +3.9872e+00 +3.5325e+00 -4.7112e+00 -1.6872e+00 -4.2103e+00 -2.1920e+00 -5.4503e-01 -3.5908e+00 +1.4704e+00 -3.5807e+00 -1.8176e+00 +1.6808e+00 +3.2488e+00 -3.3752e+00 -4.5973e+00 +2.9759e+00
621 +5.424454296e+02 +5.424454296e+02 +5.059054296e+02 +5.059054296e+02 +3.8591e+00 +7.5176e-01 +6.4504e-02 -2.8677e+00 -5.4419e-01 -1.5846e+00 -2.8053e+00 -1.0829e+00 +1.5260e+00 -3.4789e-01 -3.8486e+00 -6.7192e-01 +2.2466e+00 +1.7968e-01 -3.2136e+00 +7.1568e-01 +3.2623e+00 -2.7960e+00 -2.4400e+00 -1.0025e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.426941381e+03 +1.426941381e+03 +2.426941381e+03 +2.426941381e+03 -2.0589e+00 -6.8013e-01 +1.4268e+00 +2.5815e+00 +3.9431e+00 +3.9364e+00 +2.8020e+00 +1.6997e+00 -1.5447e+00 +3.5026e+00 +4.8925e-01 +4.9133e-01 -1.8168e+00 +3.1055e-01 -1.9577e+00 -2.4201e+00 +1.0950e+00 +3.5181e+00 -2.4434e+00 -4.4118e+00
53 +9.478507325e+02 +9.478507325e+02 +1.947850733e+03 +1.947850733e+03 +3.7100e+00 -3.5729e+00 -2.4233e+00 -5.8098e-01 -2.2929e-01 -1.3243e+00 -5.6743e-01 +6.5315e-03 -3.5514e+00 -3.1278e+00 -3.4929e+00 -3.3936e+00 -4.0647e-01 +4.0963e+00 +2.6479e+00 +2.9777e+00 +7.1365e-01 +4.6877e+00 +3.5033e+00 -4.4889e-01
319 +5.502203670e+02 +5.502203670e+02 +1.550220367e+03 +1.550220367e+03 +4.2773e+00 -9.2140e-01 +4.7363e+00 +3.3569e+00 +8.5848e-01 -2.1015e+00 -3.4296e+00 -3.0350e+00 -4.7087e+00 +1.6327e+00 +7.2678e-01 -3.3576e+00 -2.8714e+00 +4.8386e+00 +1.9966e+00 +2.4290e+00 -3.3849e+00 +1.1726e-01 -9.7690e-01 -8.7725e-02
% function evaluation | noise-free fitness - Fopt (4.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.025008883e+03 +1.025008883e+03 +1.071618883e+03 +1.071618883e+03 +2.4692e+00 -3.1637e+00 -4.7046e+00 -3.3809e+00 +4.9553e+00 -2.9567e-01 +8.7370e-01 +1.2452e+00 +1.2671e+00 -1.3289e+00 -4.8875e+00 +3.4123e+00 +2.7022e+00 -2.0462e+00 -2.1756e-01 +1.9368e+00 +2.8176e+00 +3.1979e+00 -1.8058e+00 +2.0632e+00
15 +9.010880888e+02 +9.010880888e+02 +9.476980888e+02 +9.476980888e+02 -3.4672e+00 +1.3841e+00 +2.7052e+00 +4.7039e+00 -4.7736e+00 +3.9269e+00 +2.8871e+00 -2.1819e+00 +3.2054e+00 -1.7621e-01 -8.9186e-01 -2.0481e+00 -1.7793e+00 -8.0919e-01 -1.0104e+00 +1.6746e-01 +1.8802e+00 -3.2754e+00 -4.8994e-01 -3.0285e+00
271 +5.676088717e+02 +5.676088717e+02 +6.142188717e+02 +6.142188717e+02 +1.3331e-01 +3.3835e+00 +4.0715e+00 +5.9636e-01 -2.6296e+00 -1.9700e-01 -1.9552e+00 -4.0832e+00 +2.2138e+00 -3.6222e+00 -1.7969e+00 -2.0219e+00 -3.2336e-01 +1.1034e+00 +8.7964e-01 -2.3544e+00 -1.1807e+00 -2.3208e+00 -3.4404e+00 +1.2784e+00
% function evaluation | noise-free fitness - Fopt (-2.643100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.166409001e+03 +1.166409001e+03 +9.020990007e+02 +9.020990007e+02 +3.0571e-01 -4.0673e+00 +2.4739e+00 -1.7724e+00 +3.2690e+00 -1.0339e+00 +4.9366e+00 -1.2899e+00 -2.6812e+00 +2.0080e+00 +1.7178e+00 +4.3179e-01 +4.4992e+00 -5.5145e-01 -3.2184e+00 +3.9361e+00 -4.7940e+00 -1.2477e+00 +4.5601e-01 +2.6556e-01
11 +8.866273284e+02 +8.866273284e+02 +6.223173284e+02 +6.223173284e+02 -6.2085e-01 -4.2510e+00 +2.4427e+00 +2.3330e-01 +2.3930e+00 -2.1374e+00 -1.4923e+00 -4.9049e+00 -2.6861e+00 -2.4147e+00 -1.3458e-01 -2.2826e+00 +3.8099e+00 +1.1568e+00 -1.3765e+00 -4.9552e+00 -1.0909e+00 -3.8145e+00 -1.9745e+00 -1.9113e+00
77 +5.470600384e+02 +5.470600384e+02 +2.827500384e+02 +2.827500384e+02 -3.2557e+00 -4.5434e+00 +4.8866e-01 -2.2584e+00 +2.4782e+00 -3.1605e+00 +1.4021e+00 -4.8467e-01 -2.5474e+00 -3.4384e+00 +3.1495e+00 +3.8613e+00 +2.7746e+00 -3.2904e+00 -1.2696e+00 -4.1350e+00 -9.8538e-01 -2.3537e+00 -3.4765e+00 -4.4851e+00
% function evaluation | noise-free fitness - Fopt (7.273000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.721385775e+03 +1.721385775e+03 +1.794115775e+03 +1.794115775e+03 -2.6597e+00 -1.5133e+00 +1.9374e+00 +3.8965e+00 +3.2735e+00 -8.9127e-01 +3.5541e+00 +3.1745e+00 +2.7595e+00 -3.1041e+00 +2.3593e+00 +2.3793e+00 -2.6455e+00 +4.8676e+00 +1.0610e+00 -4.2300e-01 +1.1662e+00 +8.8869e-01 -4.9119e+00 -3.2375e+00
6 +9.307992178e+02 +9.307992178e+02 +1.003529218e+03 +1.003529218e+03 +4.9609e+00 +1.3797e+00 +4.4910e+00 +1.0306e-01 +7.2877e-01 +2.6285e+00 -4.7868e+00 -2.7124e+00 -1.3296e+00 +8.6642e-01 -7.0374e-01 -3.3322e+00 +2.7463e+00 +3.0025e+00 +3.6705e-01 -4.3156e+00 +4.9789e+00 -2.9460e+00 -3.2760e-01 +1.3044e-01
1045 +6.115242406e+02 +6.115242406e+02 +6.842542406e+02 +6.842542406e+02 -6.5331e-01 +3.9009e+00 +2.1473e+00 -1.5091e+00 +4.6176e+00 -1.0487e+00 -3.6867e+00 -1.9634e+00 -1.2178e+00 -4.3259e-01 -4.9685e+00 -3.1435e+00 -1.5244e+00 +3.1652e+00 -4.7552e-01 -4.5798e+00 +1.7286e+00 +3.3942e-01 -3.4026e+00 +1.4826e+00
% function evaluation | noise-free fitness - Fopt (1.368700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.596317370e+03 +7.596317370e+03 +7.733187370e+03 +7.733187370e+03 -1.4908e-01 +1.4878e+00 -1.5871e+00 +4.8470e+00 +2.5205e+00 +1.0942e+00 +4.0659e-01 +3.1567e+00 -1.0075e+00 +3.2863e+00 +2.5508e+00 +3.6349e+00 -2.3185e+00 -1.6204e+00 +4.7012e+00 -7.4595e-01 +2.1341e+00 +3.9136e+00 -1.0606e+00 +4.5682e-02
3 +3.570686948e+03 +3.570686948e+03 +3.707556948e+03 +3.707556948e+03 +1.8632e+00 -3.2599e+00 -7.9903e-01 -3.5137e+00 +4.4227e-01 +4.9296e+00 +1.6299e+00 +3.3978e+00 -3.9145e+00 -2.6844e-01 -6.3899e-02 -4.2467e+00 +4.2600e+00 +3.0905e+00 -3.3297e+00 -3.6361e+00 +3.6081e+00 -4.5681e+00 +4.0281e+00 -1.6595e+00
10 +2.319321088e+03 +2.319321088e+03 +2.456191088e+03 +2.456191088e+03 -8.5435e-01 +1.7243e+00 -4.4741e+00 +4.1739e+00 +3.3416e+00 +4.9048e+00 +3.5360e+00 -4.9174e+00 -8.6258e-01 -3.3780e+00 +3.3826e+00 -1.1165e+00 -5.9468e-01 -1.6777e+00 +3.5793e+00 -1.3151e+00 -1.4597e+00 -4.0862e+00 -1.2381e+00 -1.5573e+00
23 +1.492896421e+03 +1.492896421e+03 +1.629766421e+03 +1.629766421e+03 +4.0102e+00 +7.5518e-01 -3.7413e+00 -4.1169e+00 +4.3487e+00 +2.1084e+00 +3.6804e+00 +2.5693e-01 +3.7158e+00 -3.5447e+00 -2.7304e+00 -2.9907e+00 -2.1594e+00 -4.0819e+00 -3.4762e+00 -1.9433e+00 +3.4032e+00 -2.5339e+00 -1.0972e+00 +3.5049e-01
35 +7.862712972e+02 +7.862712972e+02 +9.231412972e+02 +9.231412972e+02 +3.6941e+00 +2.3573e+00 +2.9608e+00 +1.3504e+00 +4.8700e+00 -3.9980e+00 +5.5020e-02 -9.9159e-01 +2.7508e+00 -4.4054e+00 -1.2191e+00 -6.9706e-01 -1.5703e-01 -4.0176e+00 -3.0571e+00 +2.3335e+00 +5.3889e-01 -3.1434e+00 -3.6824e+00 -4.2095e+00
4415 +6.194872505e+02 +6.194872505e+02 +7.563572505e+02 +7.563572505e+02 -2.7718e+00 -4.3296e+00 +6.8156e-01 +4.2103e+00 +1.9818e+00 +2.6512e+00 +2.4104e+00 +2.8337e+00 +7.5117e-01 -4.6529e+00 +1.1126e+00 -4.0906e+00 -1.9071e+00 -2.2880e+00 -1.2797e+00 -2.1861e+00 -1.1772e+00 -3.7852e+00 -3.6675e+00 -1.3055e+00
% function evaluation | noise-free fitness - Fopt (2.196000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.493223332e+03 +4.493223332e+03 +4.515183332e+03 +4.515183332e+03 -1.8578e+00 -4.5041e+00 +2.1025e+00 +4.1744e+00 -4.0280e+00 -4.3419e+00 +9.9965e-01 +3.8594e+00 -9.3699e-01 +3.2418e+00 +1.0584e+00 -3.3120e+00 +4.9282e+00 +4.7633e+00 +4.8527e+00 -3.6931e-02 +3.4976e-01 -3.2199e+00 +4.1262e+00 -4.5345e+00
2 +1.815901357e+03 +1.815901357e+03 +1.837861357e+03 +1.837861357e+03 -6.6616e-01 -3.8825e+00 -2.1733e+00 -1.9533e+00 +3.2090e+00 +4.6793e+00 +2.8190e+00 +3.4442e+00 +1.8737e+00 -9.8307e-01 -2.9078e+00 +2.5819e+00 -2.6754e+00 -2.0035e+00 +1.0416e+00 +1.8469e+00 -2.1801e+00 +3.7139e+00 +3.4184e+00 +2.0751e+00
10 +1.275770456e+03 +1.275770456e+03 +1.297730456e+03 +1.297730456e+03 +7.5255e-01 +2.1474e+00 -3.6729e+00 +3.9254e+00 -2.3340e-01 +2.4524e-01 +4.9857e+00 -3.1572e+00 +3.3138e+00 -1.4239e+00 -3.0130e+00 +3.0956e+00 -8.1393e-02 +2.7324e+00 +1.2272e+00 -1.8246e+00 -1.0855e+00 +4.2082e-01 -3.1317e+00 -2.5022e+00
59 +6.727382126e+02 +6.727382126e+02 +6.946982126e+02 +6.946982126e+02 -2.8089e+00 +2.6701e+00 +2.3264e+00 +4.0401e+00 -1.9489e+00 -2.4580e+00 -1.0992e+00 +4.2830e+00 -4.8641e+00 +2.2172e+00 +4.2033e+00 -2.6054e+00 -2.5820e+00 -2.8614e+00 +4.3791e+00 -2.4381e+00 -4.9143e+00 -2.6526e+00 +1.6924e+00 -3.0586e-01
528 +5.821702261e+02 +5.821702261e+02 +6.041302261e+02 +6.041302261e+02 +2.1347e+00 -8.6043e-02 +4.1592e+00 +1.1484e+00 +1.4181e+00 +1.2699e+00 +1.3295e+00 -3.8901e+00 -1.0971e+00 +2.2708e+00 +1.4878e+00 -2.9636e-01 -3.1583e+00 -5.1802e-01 -1.8501e+00 -3.3703e+00 -4.5940e+00 -1.8531e+00 -8.3246e-01 -7.3034e-01
735 +3.757618512e+02 +3.757618512e+02 +3.977218512e+02 +3.977218512e+02 +1.8201e-01 -2.5080e+00 +3.2636e+00 +4.9829e+00 +2.0620e+00 +5.7073e-01 -2.6196e-01 -1.1208e+00 +3.2284e+00 -8.1718e-01 +2.9160e+00 +2.5343e+00 -4.3916e+00 -3.5900e+00 +3.5079e+00 -9.7941e-01 -1.6163e+00 -2.4479e+00 -2.6357e-01 -2.4554e-01
% function evaluation | noise-free fitness - Fopt (-2.139000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.682050557e+03 +3.682050557e+03 +3.660660557e+03 +3.660660557e+03 +1.0064e+00 +7.9309e-01 +1.8737e+00 -4.4631e+00 +1.7329e+00 -3.0891e-01 +4.5793e+00 -2.5136e-01 +1.5360e+00 -2.4616e+00 -2.1655e+00 -1.9154e+00 -2.5490e+00 -9.6627e-01 +4.1382e+00 -2.6070e+00 +4.7545e+00 +7.5688e-01 -3.2599e+00 -3.3518e+00
2 +1.566619099e+03 +1.566619099e+03 +1.545229099e+03 +1.545229099e+03 +2.4658e+00 -4.0494e+00 +1.7624e+00 -4.3646e+00 +2.5459e+00 +1.6037e-01 -1.6164e+00 -2.5124e+00 -4.1402e-01 +4.2961e+00 -2.6524e+00 -3.4824e+00 -1.9367e+00 +1.6412e+00 -1.7456e+00 +2.5597e+00 +2.5344e+00 -1.7907e+00 +3.8596e+00 -3.8374e+00
25 +9.394945132e+02 +9.394945132e+02 +9.181045132e+02 +9.181045132e+02 -2.3789e+00 +6.2343e-01 -3.6957e+00 +9.9421e-01 -9.8507e-01 +1.3014e+00 -3.5332e+00 +7.2731e-01 +3.6280e+00 -2.8815e+00 +1.8365e+00 -4.2156e+00 +2.8335e-01 -2.9537e+00 +1.8748e+00 -1.8607e-01 -4.3495e+00 +3.7431e+00 +2.3206e+00 -1.6392e+00
334 +6.026396106e+02 +6.026396106e+02 +5.812496106e+02 +5.812496106e+02 -3.3561e+00 -6.0373e-01 +2.9312e+00 -4.9405e+00 +3.1423e+00 -1.5078e+00 -1.8597e+00 -2.7346e+00 +3.8242e+00 -4.5528e+00 +2.0093e+00 -4.2337e+00 -3.1914e+00 -4.6125e+00 -1.2339e+00 +2.2103e+00 -3.4504e+00 +1.5183e+00 -2.7502e-01 +1.6515e+00
% function evaluation | noise-free fitness - Fopt (5.176600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.814941904e+03 +2.814941904e+03 +3.332601904e+03 +3.332601904e+03 +1.1658e+00 -4.2137e+00 +4.9667e+00 -1.0759e+00 +2.5194e+00 -8.1010e-01 -1.4714e+00 +2.5815e+00 -1.4943e+00 +3.9847e+00 -2.9972e+00 +2.5507e+00 -1.5189e+00 +3.0884e+00 +3.4243e+00 +4.8559e+00 +1.2523e+00 -4.0856e+00 +1.3089e-01 +2.2094e+00
2 +1.034131910e+03 +1.034131910e+03 +1.551791910e+03 +1.551791910e+03 +4.8511e+00 -3.8008e-01 +2.9962e+00 -3.6346e+00 -2.4426e+00 -1.9936e+00 -3.7377e+00 +1.0630e-01 +3.4349e+00 +2.1305e+00 -3.0916e+00 -1.3952e+00 -1.5445e+00 -4.4395e+00 +2.5635e+00 +2.3963e+00 +1.3940e+00 -1.4080e+00 -2.1375e+00 -7.5446e-01
54 +8.102908236e+02 +8.102908236e+02 +1.327950824e+03 +1.327950824e+03 -4.2492e+00 +3.1475e+00 -1.5187e+00 +3.7642e+00 -4.6208e+00 -1.2014e+00 +4.8920e-01 +3.9868e+00 +3.5884e+00 -3.0957e+00 +2.5718e+00 +3.2512e-01 +4.7373e-01 -1.0467e+00 +9.3270e-01 +4.6556e+00 +3.4794e+00 -1.6683e+00 -3.3527e+00 -4.2416e+00
98 +6.217674662e+02 +6.217674662e+02 +1.139427466e+03 +1.139427466e+03 -4.7293e-01 +4.4537e+00 +3.6900e-02 -4.5709e-01 +1.1444e+00 -3.2151e+00 -3.5247e+00 +4.3500e+00 -2.6639e+00 +5.3803e-01 +1.0048e+00 -2.2095e+00 +1.3068e+00 +2.1564e+00 +3.9770e-02 +2.5741e+00 -2.0074e+00 +1.5316e+00 -3.1067e+00 -4.3611e+00
