% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
317 +2.053555334e+06 +2.053555334e+06 +2.053463244e+06 +2.053463244e+06 +4.8988e+00 +2.6299e+00 -1.4264e+00 -4.9714e+00 +1.2341e+00 +1.6478e+00 -8.4133e-02 -1.6831e+00 +7.9179e-01 -3.5124e+00 -1.3855e+00 +7.6155e-01 +3.7455e+00 +4.0926e+00 -3.8347e+00 +2.0265e+00 -2.9733e+00 +3.8389e+00 +2.1081e+00 -1.4667e+00
416 +5.871273755e+05 +5.871273755e+05 +5.870352855e+05 +5.870352855e+05 -3.9662e-01 +4.7574e+00 -2.9580e+00 +4.0889e+00 -2.8690e+00 +1.4818e+00 -3.2163e+00 -3.6682e+00 +1.8626e+00 +2.6401e+00 +3.4275e+00 -4.2103e+00 -8.4925e-01 +4.0547e+00 +4.9322e+00 -7.4232e-01 -4.4139e+00 +4.2046e+00 +2.0338e+00 -1.6689e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.998335826e+07 +1.998335826e+07 +1.998327037e+07 +1.998327037e+07 +5.9239e-01 +1.3965e+00 +1.3786e+00 +1.3998e+00 +8.1915e-01 +3.2130e+00 +1.0949e-01 +4.0163e+00 -3.1064e+00 +1.6689e+00 -3.5984e-01 -1.8718e+00 +9.9965e-01 +2.1283e+00 -2.4429e+00 +2.0806e+00 -9.9410e-01 -4.2851e+00 -2.1978e+00 +4.9338e-01
2 +1.226881667e+07 +1.226881667e+07 +1.226872878e+07 +1.226872878e+07 -3.8859e+00 -4.1542e+00 +4.4081e+00 -4.1595e+00 -1.7197e+00 +4.0600e+00 -1.4506e+00 +1.3321e+00 +3.7283e+00 -7.2128e-01 +3.3011e+00 -4.2958e+00 -1.9590e-01 -3.5663e+00 -3.5077e+00 +7.1366e-01 -1.0099e+00 -1.1817e+00 -4.5513e+00 +3.8260e+00
13 +3.255656174e+06 +3.255656174e+06 +3.255568284e+06 +3.255568284e+06 -2.7631e+00 +1.3098e+00 +3.8807e+00 +3.7041e+00 -3.5843e+00 -1.2326e+00 -1.7461e+00 -8.4342e-01 -4.4505e+00 -3.8379e+00 +2.3649e+00 -3.3195e-01 -5.7714e-03 +3.8123e+00 -2.6297e+00 +2.6228e+00 -2.1059e-01 +4.7452e+00 +8.6514e-01 +2.8544e+00
49 +9.307649934e+05 +9.307649934e+05 +9.306771034e+05 +9.306771034e+05 -2.5000e+00 -1.6135e+00 -2.1124e+00 -2.3733e+00 +1.9165e+00 -4.4591e+00 +2.8711e+00 +4.4938e+00 +4.6225e+00 +3.9140e+00 +3.4496e+00 +2.2459e+00 -2.9370e+00 -1.1055e+00 -2.5036e+00 -2.6458e-01 +2.6573e-01 +3.5314e+00 -1.7707e+00 +3.3042e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.869397132e+06 +6.869397132e+06 +6.869717322e+06 +6.869717322e+06 -3.1409e+00 +2.2554e+00 +9.8043e-01 -4.9609e+00 -4.8696e+00 +2.1777e+00 -4.7739e+00 +1.2821e+00 +2.1644e+00 -2.2012e+00 -1.4042e+00 -3.7874e-01 -2.2986e+00 +1.4688e+00 -4.9839e-01 -3.6988e+00 -3.1175e+00 +3.3571e-03 +2.7200e+00 +1.3324e+00
2 +3.503007753e+06 +3.503007753e+06 +3.503327943e+06 +3.503327943e+06 -1.4631e+00 +1.0904e+00 +4.1012e+00 +1.0749e+00 +3.6530e+00 +3.6987e+00 -4.7928e+00 -4.5584e+00 +4.6615e+00 +1.5485e+00 +4.7656e+00 +2.0904e+00 +2.2112e+00 +3.4689e+00 -3.0135e+00 +3.8992e+00 -2.4399e-01 +2.1639e+00 +3.3797e+00 +1.5734e+00
172 +1.731372832e+06 +1.731372832e+06 +1.731693022e+06 +1.731693022e+06 +4.6385e+00 -1.8086e+00 -2.9614e+00 +3.2646e+00 -3.1764e+00 +3.9325e+00 -3.7623e+00 +1.0748e+00 +2.5886e+00 -1.4251e+00 +4.0011e+00 +1.7026e+00 -3.3259e+00 +4.6073e+00 +1.5283e+00 +4.3750e+00 +2.6668e+00 -1.0376e+00 +2.7302e+00 +1.3132e+00
445 +1.439036376e+06 +1.439036376e+06 +1.439356566e+06 +1.439356566e+06 -4.5564e+00 -1.4313e-01 -8.4329e-01 +1.3733e+00 -4.4580e+00 -2.8090e+00 +1.0001e+00 -2.3563e+00 +2.4080e+00 -4.3899e+00 +1.7429e+00 +6.7396e-01 -3.6284e+00 -2.4919e+00 -1.6874e+00 +7.3519e-01 +3.5538e+00 +9.8674e-01 +2.2109e+00 +4.3668e-01
809 +9.513354734e+05 +9.513354734e+05 +9.516556634e+05 +9.516556634e+05 +1.6081e+00 +3.2251e+00 +1.5684e+00 +1.1015e+00 +2.7581e+00 -3.0242e+00 -4.0186e+00 -2.4908e+00 -4.1224e+00 -4.1228e-01 -3.8118e+00 +2.5825e+00 +3.8534e+00 +3.0651e+00 -1.8851e+00 +2.7846e+00 +3.9272e+00 -1.9749e-01 +2.8184e+00 +1.7281e+00
3953 +4.243501017e+05 +4.243501017e+05 +4.246702917e+05 +4.246702917e+05 +6.4851e-01 -1.8191e+00 +2.2503e+00 -4.9585e+00 -8.0572e-01 -2.4764e+00 -3.0576e+00 -2.7736e+00 -1.9095e+00 -4.3026e-01 +3.4572e+00 +3.9684e+00 -2.6912e-01 -4.7624e-01 -1.2059e+00 +3.2338e+00 +3.8939e+00 +2.9406e-01 +2.9013e+00 +1.6336e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.037340542e+07 +4.037340542e+07 +4.037330118e+07 +4.037330118e+07 -6.5543e-01 +2.0795e+00 -1.4422e+00 +1.9902e+00 +2.0977e+00 -3.4144e+00 -3.0343e+00 +4.3993e+00 -4.3897e+00 -1.4416e+00 +3.0754e+00 +3.3714e+00 -4.5231e+00 +3.0438e+00 +1.0331e+00 +2.8982e-01 +4.1611e+00 -2.5798e+00 -9.4707e-01 +2.1417e+00
2 +3.325303633e+07 +3.325303633e+07 +3.325293209e+07 +3.325293209e+07 -1.7943e+00 -4.5101e+00 -4.5990e+00 -4.6689e+00 +4.0619e+00 +1.5170e+00 +1.3560e+00 -7.5067e-02 -8.3704e-01 +1.2395e+00 -1.6119e+00 -3.8288e+00 -3.9242e+00 +4.7595e+00 -5.2776e-01 +4.2855e+00 -1.8203e+00 -1.3613e+00 -4.1967e+00 -1.2470e-01
4 +1.804646831e+07 +1.804646831e+07 +1.804636407e+07 +1.804636407e+07 -1.1133e+00 +2.3838e+00 -4.4113e+00 -2.1251e+00 +2.1547e+00 +1.9075e-01 -3.7627e+00 +2.2571e+00 +2.8899e+00 -8.2035e-01 -3.4816e+00 +2.1476e+00 +2.7538e+00 +4.5407e+00 -1.4698e+00 -4.6826e+00 -2.1446e+00 +4.3749e+00 -2.0495e-01 -4.6258e+00
6 +1.276321533e+07 +1.276321533e+07 +1.276311109e+07 +1.276311109e+07 +6.9729e-01 -4.2661e-02 -4.3074e+00 +3.6725e+00 -2.1733e+00 -1.3534e+00 +2.6362e+00 -6.4941e-01 +2.7742e+00 +2.6683e+00 -1.0704e-01 +6.9905e-01 +1.5954e+00 +4.5676e+00 -7.2556e-01 +2.7977e+00 +2.9985e+00 -2.9238e+00 -3.3334e+00 -2.6579e+00
19 +7.292074274e+06 +7.292074274e+06 +7.291970034e+06 +7.291970034e+06 -1.7682e+00 -2.4394e+00 -3.7551e+00 +4.2888e+00 -4.7946e+00 -2.8447e+00 -2.9466e+00 -1.3768e+00 -3.3842e+00 +2.9371e+00 -1.2684e+00 +4.3884e+00 -3.3660e+00 -3.6798e+00 +2.1345e+00 +9.4443e-01 +3.4241e+00 -5.6819e-01 -2.0474e+00 -2.5308e+00
39 +6.127595075e+06 +6.127595075e+06 +6.127490835e+06 +6.127490835e+06 -4.0472e+00 +3.4772e-01 +4.4173e+00 +4.3461e-01 +7.6806e-01 +2.8969e+00 +4.8462e-01 -6.5903e-01 +5.0167e-01 +4.3498e+00 +1.3681e+00 -1.9217e+00 +4.7738e-01 +2.4753e+00 +4.7258e+00 +2.7246e+00 +1.2510e+00 -1.3118e-01 -3.0578e-01 -4.8196e+00
52 +2.986908417e+06 +2.986908417e+06 +2.986804177e+06 +2.986804177e+06 -2.3932e+00 +3.5668e+00 +1.4543e+00 -2.1189e+00 -1.2105e+00 -1.9954e+00 +4.5967e+00 -2.5216e+00 -1.5365e+00 +2.1718e+00 +3.6261e+00 -1.8861e+00 +2.2297e+00 -5.8418e-01 -5.7621e-01 -3.6599e+00 +1.6653e+00 -2.6787e-01 +6.2079e-01 -4.5315e+00
274 +2.386276435e+06 +2.386276435e+06 +2.386172195e+06 +2.386172195e+06 -3.3671e+00 +2.7741e+00 -2.9441e+00 -2.3183e+00 +1.5382e+00 -2.1801e+00 +2.4103e-01 -3.5469e+00 -3.4845e+00 -4.5591e+00 +2.8962e-01 +3.0489e+00 -1.5028e-02 +3.5850e+00 -2.5611e+00 -2.5995e+00 +3.5865e+00 -3.7882e+00 +4.0374e-02 -3.1192e+00
1177 +1.071646067e+06 +1.071646067e+06 +1.071541827e+06 +1.071541827e+06 -1.2721e+00 +4.2009e+00 -3.6246e+00 +4.7563e+00 +3.2909e+00 +4.7277e+00 +4.4960e+00 -2.4869e+00 -3.9134e+00 +3.9131e+00 +1.0136e+00 +1.1807e-01 -6.0956e-01 -8.0600e-01 +3.6930e+00 -2.9027e+00 +4.3426e+00 -3.3875e+00 +1.6755e+00 -4.0839e+00
1836 +9.465228345e+05 +9.465228345e+05 +9.464185945e+05 +9.464185945e+05 -7.5827e-01 -4.5099e+00 +2.2476e+00 -2.2502e+00 -4.5646e+00 +4.0179e+00 -9.6131e-02 -3.3795e+00 -3.5995e+00 -1.9323e+00 +2.5558e+00 +8.6846e-01 -4.1214e+00 +7.2399e-02 +4.4224e+00 -9.8896e-01 +3.1613e+00 -2.3519e+00 +1.4266e+00 -4.0187e+00
4098 +5.261195532e+05 +5.261195532e+05 +5.260153132e+05 +5.260153132e+05 -2.7636e+00 -4.3215e+00 -4.5590e+00 -4.9473e+00 +3.1996e+00 -4.9341e+00 -1.9618e+00 +1.8573e+00 +3.7367e-01 +4.2668e+00 -4.3094e+00 -2.3223e+00 +3.9348e-01 +1.1661e+00 +3.1337e+00 -2.5225e+00 +3.4919e+00 -1.9101e+00 +7.1138e-01 -3.7962e+00
% function evaluation | noise-free fitness - Fopt (-3.570000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.948790682e+07 +4.948790682e+07 +4.948787112e+07 +4.948787112e+07 +1.6027e+00 -1.6520e+00 +1.3049e+00 +3.1570e+00 -3.2627e+00 +4.4106e-02 +1.6372e+00 +2.3896e+00 +2.2726e+00 -4.5468e+00 +7.0688e-01 -3.4082e+00 +3.8139e+00 -3.7910e+00 +2.6506e+00 -1.6229e+00 +3.7640e+00 +4.7047e+00 +4.4649e+00 +3.6932e+00
2 +1.967806181e+07 +1.967806181e+07 +1.967802611e+07 +1.967802611e+07 -2.9120e+00 +4.8295e+00 +2.7326e+00 +4.3524e+00 +1.5295e+00 +4.0637e+00 +2.2507e+00 +3.7394e+00 -1.5732e-01 -4.6128e+00 +4.9362e+00 +4.2947e+00 +3.2704e+00 -8.2978e-01 -3.6815e+00 +1.0601e+00 +2.4406e+00 +4.8908e+00 -2.7907e-01 -7.8539e-01
8 +7.707471414e+06 +7.707471414e+06 +7.707435714e+06 +7.707435714e+06 -3.9722e+00 +1.7092e+00 +3.0190e+00 -3.3772e+00 -4.8898e+00 -4.4469e+00 -4.0506e-01 +4.9462e+00 -1.7859e-01 +4.2972e+00 +1.3082e-01 +4.7816e+00 +2.7623e+00 -2.9365e+00 -4.7051e+00 +1.3610e+00 -1.7336e+00 +2.8773e+00 -3.4250e+00 +9.5837e-01
9 +4.644953116e+06 +4.644953116e+06 +4.644917416e+06 +4.644917416e+06 +1.5739e+00 -1.0050e+00 -5.9408e-01 +4.5218e+00 -4.7246e+00 +3.4993e+00 -4.2961e+00 +2.2286e-01 +3.9439e+00 -4.6351e+00 +2.0959e+00 +4.5035e+00 +2.1069e-02 -3.9728e+00 +2.8453e+00 -1.5710e+00 -1.8986e+00 +1.1552e+00 -3.4561e+00 +6.9602e-02
74 +3.254975012e+06 +3.254975012e+06 +3.254939312e+06 +3.254939312e+06 -4.1976e+00 +4.3064e+00 +3.0044e+00 -6.4509e-01 -8.0725e-01 -2.4360e-01 -2.6593e+00 -2.3504e+00 +1.3671e+00 +2.9599e-01 -4.9199e+00 +3.8311e+00 +1.1253e+00 -1.4096e+00 -6.5152e-01 -7.6897e-01 +7.1313e-01 +4.8074e-01 -3.8745e+00 -1.6822e-01
90 +2.277164672e+06 +2.277164672e+06 +2.277128972e+06 +2.277128972e+06 -1.7350e+00 -4.2397e+00 +2.8751e-02 -4.2150e+00 -3.2683e+00 +2.1927e+00 +2.2056e+00 -4.6443e+00 +3.8182e+00 -4.5816e+00 +2.8906e+00 +6.1992e-01 +1.6350e+00 -1.8423e+00 +5.8375e-01 +2.6676e+00 +3.5738e+00 -2.8450e+00 -3.3207e+00 +1.9451e+00
91 +1.355993598e+06 +1.355993598e+06 +1.355957898e+06 +1.355957898e+06 -4.4614e+00 -4.4375e+00 +4.3659e+00 +1.3398e+00 -4.4526e+00 -4.0360e+00 +1.1393e+00 +3.1389e+00 +2.1140e+00 -1.2225e+00 -4.3115e+00 +3.2262e+00 -6.6864e-02 -2.4225e+00 +4.3334e-01 +2.1235e+00 +1.4835e+00 -1.7432e+00 -4.0848e+00 +4.3279e-02
3131 +9.081194599e+05 +9.081194599e+05 +9.080837599e+05 +9.080837599e+05 +3.6412e+00 -2.4423e+00 +2.3661e+00 +3.5816e+00 +3.2954e+00 +4.9841e+00 -3.6113e+00 +4.1997e+00 -4.3186e+00 -4.7353e+00 +1.0061e+00 -2.4979e+00 +2.8792e+00 -4.9430e+00 +1.2337e+00 +1.5914e+00 +1.2120e+00 -2.7094e-01 -3.7435e+00 +1.2980e+00
% function evaluation | noise-free fitness - Fopt (2.070000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.739523974e+07 +5.739523974e+07 +5.739526044e+07 +5.739526044e+07 +4.5664e+00 +3.1897e+00 +1.3944e+00 -4.3812e+00 +1.6399e+00 -3.1134e+00 +4.9898e+00 -1.6896e-01 +3.6926e+00 -4.3913e+00 +4.4949e+00 +2.7934e+00 +4.5578e+00 +4.9568e+00 +4.6792e+00 +1.4769e-01 +2.8466e+00 +3.8857e+00 +2.2458e+00 -4.8088e+00
2 +1.962969849e+07 +1.962969849e+07 +1.962971919e+07 +1.962971919e+07 +1.1784e+00 +4.3693e-01 -6.9767e-01 -2.6442e+00 -4.7137e+00 -2.2132e+00 -1.3469e+00 -3.6893e+00 -1.0129e+00 +3.3334e+00 +2.6959e+00 -3.5099e+00 +3.7068e+00 -4.1250e+00 +3.0642e+00 +7.8593e-01 +2.1441e+00 -2.3978e+00 +3.1659e+00 -7.6168e-01
3 +6.345889777e+06 +6.345889777e+06 +6.345910477e+06 +6.345910477e+06 -1.4976e+00 -3.1463e+00 +2.0440e+00 -1.4638e+00 -1.1587e+00 -2.2530e+00 +3.1686e+00 +1.7427e-01 -4.2620e+00 -2.9719e+00 +9.9451e-01 -2.3712e+00 -4.2551e+00 +3.4137e+00 +3.2996e+00 -4.5023e+00 +4.5919e-01 +7.9393e-01 +3.7384e+00 +2.6189e+00
6 +5.788095497e+06 +5.788095497e+06 +5.788116197e+06 +5.788116197e+06 +4.3965e+00 -2.9362e+00 -2.6151e+00 -8.5865e-01 -4.3926e+00 -3.7617e+00 -3.9283e+00 +3.4415e+00 +4.0995e-02 -3.1025e+00 -1.9627e+00 +8.6280e-01 -3.8179e+00 -9.4742e-01 +2.1367e+00 -4.5357e+00 -2.2899e+00 +2.6810e+00 -9.0393e-01 +2.2245e+00
75 +2.199978136e+06 +2.199978136e+06 +2.199998836e+06 +2.199998836e+06 -3.4260e+00 +3.3266e+00 -4.0633e+00 -3.6062e+00 -2.8758e+00 +2.1882e+00 -4.3969e+00 -2.1600e+00 +7.9361e-01 -4.6290e+00 +4.2736e+00 -2.3435e+00 +4.0656e+00 +6.2312e-01 +4.9173e+00 +5.3835e-01 +3.0553e-01 +1.4034e+00 -1.6828e-01 +3.2643e+00
189 +1.402345109e+06 +1.402345109e+06 +1.402365809e+06 +1.402365809e+06 -4.2244e+00 -2.1864e+00 +1.6092e+00 -1.8670e+00 -1.1387e+00 -4.9407e+00 +2.7850e+00 +4.4297e+00 -3.5623e+00 -1.9008e+00 +8.8476e-02 -9.7667e-01 -1.6763e+00 -1.1630e+00 +4.2453e+00 -2.3910e+00 +3.4949e+00 +1.9505e+00 +8.5544e-01 +2.1748e+00
874 +8.639399824e+05 +8.639399824e+05 +8.639606824e+05 +8.639606824e+05 -3.3731e+00 -3.6726e-01 +1.1568e-02 +3.9697e+00 -4.2286e+00 -3.9304e+00 -2.7193e+00 +3.1554e+00 +4.1343e+00 +3.7884e+00 -2.1588e+00 -2.4602e+00 -7.3090e-01 +1.7607e+00 +2.3612e+00 -6.5606e-01 +2.1998e+00 +2.2694e+00 +1.2048e+00 +2.5329e+00
% function evaluation | noise-free fitness - Fopt (3.807000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.070984461e+07 +2.070984461e+07 +2.070988268e+07 +2.070988268e+07 -8.4276e-01 -4.6659e+00 -1.9079e+00 -7.0749e-01 +1.9613e+00 -1.6557e+00 +4.5269e+00 -3.5209e+00 +2.6651e+00 +8.1722e-02 -1.3720e+00 +1.3745e+00 -4.4857e+00 +4.1161e+00 +4.6559e+00 +4.6890e+00 +3.4234e+00 -1.0045e+00 -3.5946e+00 -1.3484e+00
8 +1.150770377e+07 +1.150770377e+07 +1.150774184e+07 +1.150774184e+07 +2.7626e+00 -4.1396e+00 +9.7259e-01 -1.0849e+00 +1.5859e+00 +1.0965e+00 -4.2759e+00 +3.2863e+00 -3.4488e+00 +2.9870e+00 +2.6803e+00 +4.0087e+00 +4.7155e+00 +6.6734e-01 -4.7937e+00 +3.3580e+00 +1.9118e-01 +2.2775e+00 +5.8776e-01 +3.5347e+00
14 +9.862901454e+06 +9.862901454e+06 +9.862939524e+06 +9.862939524e+06 +1.8134e+00 +4.3206e+00 -2.7287e+00 +3.7206e+00 -1.8489e+00 +1.3386e+00 +1.6178e+00 -3.4755e+00 +6.9450e-01 +1.4881e+00 -3.2545e+00 +4.1936e+00 +3.2006e+00 +4.0963e+00 -2.8795e-01 +2.8526e+00 +4.2522e+00 -4.6586e+00 -1.6411e+00 -7.3406e-02
24 +3.401510311e+06 +3.401510311e+06 +3.401548381e+06 +3.401548381e+06 +1.7442e+00 +4.5205e+00 +3.6044e+00 +4.2739e+00 -4.5463e+00 +8.3672e-01 +3.0859e+00 +4.6663e+00 -3.6370e+00 -3.5112e+00 +9.1342e-01 -2.1472e+00 +7.4175e-01 +1.4699e+00 -2.4826e+00 -1.0067e+00 -1.1377e+00 -1.6990e+00 -1.5462e+00 +9.6269e-01
31 +2.328886130e+06 +2.328886130e+06 +2.328924200e+06 +2.328924200e+06 -4.9451e+00 +4.7945e-01 +1.4640e+00 -4.8656e-01 +4.8441e-01 +4.4211e-01 +1.0900e+00 -4.8177e+00 -1.8089e+00 -1.4522e+00 +4.0324e+00 -1.7546e+00 -4.5280e+00 -3.8883e+00 +4.2155e+00 +1.2429e+00 -1.4341e+00 -4.0193e+00 +1.2881e-01 +2.8416e+00
366 +6.832301829e+05 +6.832301829e+05 +6.832682529e+05 +6.832682529e+05 -2.5321e+00 +1.9741e+00 +2.6532e-01 +4.0203e+00 -1.3460e+00 +4.5969e+00 -2.6942e+00 -4.9825e+00 -2.3799e+00 -2.2298e+00 +3.9632e+00 -1.8533e-01 +3.4419e+00 +3.7785e+00 +1.2705e+00 +3.8983e+00 -8.6093e-01 -3.7700e+00 -1.5203e+00 +2.6141e+00
1853 +5.368442922e+05 +5.368442922e+05 +5.368823622e+05 +5.368823622e+05 +1.5458e+00 -4.5942e+00 +4.9400e+00 -3.3443e+00 +2.7649e+00 -2.9481e+00 +2.7376e+00 -1.4365e+00 +3.6123e+00 +3.2682e+00 +3.0645e+00 -4.8015e+00 -4.4823e+00 +4.2335e+00 +6.1145e-01 +2.3530e+00 -1.5150e+00 -2.6047e+00 -1.7984e+00 +2.0986e+00
% function evaluation | noise-free fitness - Fopt (-4.542000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.821785738e+07 +5.821785738e+07 +5.821781196e+07 +5.821781196e+07 +1.6330e+00 -3.7302e+00 +3.6969e+00 -4.8428e+00 -2.9252e+00 -2.1006e+00 +3.7616e+00 -1.5315e+00 -9.3264e-01 +4.2749e+00 -3.8932e-01 +2.0365e+00 +4.4716e+00 -3.7275e+00 +3.9304e+00 -4.4501e+00 -4.4740e+00 +2.4856e+00 -4.4297e+00 -2.9654e+00
3 +5.443613965e+06 +5.443613965e+06 +5.443568545e+06 +5.443568545e+06 +4.1228e+00 +1.3048e+00 +4.0453e+00 +2.2979e+00 -1.2407e+00 -2.7325e+00 -4.8254e+00 -2.7886e+00 +2.7551e+00 -3.9467e+00 -2.0312e+00 -9.5891e-01 -2.4507e-01 -3.9310e+00 +2.9194e+00 -4.0319e+00 -2.6626e+00 -3.5148e+00 -4.9457e+00 +4.3531e+00
57 +3.424468875e+06 +3.424468875e+06 +3.424423455e+06 +3.424423455e+06 -2.8087e+00 -1.0283e+00 +2.8683e+00 +3.7333e+00 +3.8192e+00 -6.6796e-01 +2.7922e+00 -4.3984e+00 -2.2123e+00 +2.7864e+00 -4.5290e+00 +3.2522e+00 -2.4644e+00 +4.0676e+00 -1.3332e-01 +1.3798e+00 +2.5290e+00 -3.8310e+00 -5.5675e-01 +4.0169e+00
121 +1.835870701e+06 +1.835870701e+06 +1.835825281e+06 +1.835825281e+06 -3.3165e+00 -1.7357e+00 +1.1751e+00 -4.4719e+00 +4.8435e+00 +2.3676e+00 -3.9755e+00 +1.3990e+00 -3.0977e+00 +1.1150e+00 +2.8463e+00 +3.1427e+00 -2.0455e+00 +3.3700e+00 -2.1796e+00 +4.5882e+00 -2.6431e-01 -4.7680e+00 -2.6405e+00 +3.5411e+00
201 +1.495604252e+06 +1.495604252e+06 +1.495558832e+06 +1.495558832e+06 -4.0356e+00 +2.0227e+00 +4.0591e+00 -1.7358e+00 +2.9905e+00 -4.0387e+00 -3.7304e-01 +3.8496e+00 -9.2163e-01 +2.7468e+00 -2.5352e+00 -4.4656e-01 +4.6737e+00 -9.7457e-01 +3.0469e-02 -2.3345e+00 -1.4937e+00 -3.5609e+00 -2.0082e+00 +4.5777e+00
2472 +6.198235137e+05 +6.198235137e+05 +6.197780937e+05 +6.197780937e+05 -2.1644e+00 +1.0970e-02 +2.2017e+00 +6.8785e-02 -2.3911e+00 +4.5675e+00 +1.5134e+00 +1.5513e+00 +2.1812e+00 +2.0491e+00 +1.6847e+00 +1.2496e+00 +4.8263e+00 -2.0415e+00 -6.2310e-01 +1.5715e+00 -1.3668e+00 -3.8166e+00 -1.6249e+00 +4.3872e+00
