% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.442626717e+02 +2.442626717e+02 +4.493826717e+02 +4.493826717e+02 +1.3495e+00 +2.0818e+00 +1.8269e+00 -4.9565e+00 -2.5442e+00 +3.9165e+00 -4.3005e+00 -3.4370e-01 +3.4207e+00 -3.9409e+00 +8.5085e-01 -3.7688e+00 -4.7694e+00 -3.4251e+00 +2.4930e+00 -4.4981e+00 +3.6527e+00 +3.0862e+00 -3.3725e-01 +1.2585e+00
2 +1.085469355e+02 +1.085469355e+02 +3.136669355e+02 +3.136669355e+02 -6.1484e-01 -4.0864e+00 -7.9265e-01 +7.2298e-01 +6.8524e-01 +3.4096e-01 +4.8021e+00 -9.5585e-01 -3.0693e+00 +1.9579e+00 -3.9390e-01 +3.9563e-01 +2.5989e+00 -4.6415e+00 +1.3721e+00 +2.7287e+00 +4.7422e-01 -4.5261e+00 -1.5806e+00 -5.1437e-01
3 +9.302474733e+01 +9.302474733e+01 +2.981447473e+02 +2.981447473e+02 -4.8877e+00 -1.3526e+00 -2.0773e+00 +3.0547e+00 +2.5811e+00 +3.5101e+00 -4.0049e+00 -2.3795e-01 +2.0597e+00 +1.4016e-01 +4.1195e+00 +1.1408e+00 -6.2152e-01 +3.1132e+00 +2.4622e+00 +1.2913e+00 +3.2675e-01 -2.0104e+00 -1.1174e+00 +2.7874e+00
29 +5.372268720e+01 +5.372268720e+01 +2.588426872e+02 +2.588426872e+02 +1.2729e+00 -1.6764e+00 +2.1645e+00 -3.4660e+00 -4.1535e+00 +4.4577e-01 -2.0015e+00 +2.2886e+00 +1.8466e+00 +3.6253e+00 +2.6604e+00 -3.5863e+00 +2.9500e+00 +2.6512e-01 -1.0962e+00 -9.9201e-01 +9.1239e-01 -4.3976e+00 +4.4615e+00 -3.7141e+00
485 +3.284063226e+01 +3.284063226e+01 +2.379606323e+02 +2.379606323e+02 -2.7656e+00 +4.5052e+00 -7.7894e-01 -1.7886e+00 +1.7648e+00 +4.4797e+00 +2.5665e+00 +2.3098e-01 +4.7410e+00 +3.0067e+00 +2.8282e+00 +4.0800e+00 +2.2682e+00 +1.3945e+00 +3.4128e-02 -6.9587e-01 -2.5279e+00 +6.5928e-01 +5.4927e-01 +3.1637e+00
% function evaluation | noise-free fitness - Fopt (-1.729000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.097314267e+02 +1.097314267e+02 -6.316857332e+01 -6.316857332e+01 -2.4001e+00 +4.1007e+00 +3.7852e+00 -2.3872e+00 -3.7207e+00 -3.3146e+00 -3.8840e+00 +3.9480e+00 +1.6762e+00 -4.1176e+00 +7.7283e-01 +1.4155e+00 -4.3945e-01 +1.4200e+00 -1.1643e+00 +7.8092e-01 -3.2802e+00 -4.6527e+00 +3.5185e+00 -2.9718e+00
7 +9.886662476e+01 +9.886662476e+01 -7.403337524e+01 -7.403337524e+01 +3.4773e+00 -2.0849e+00 -1.6101e+00 -3.1491e+00 -2.2431e+00 -3.6040e+00 -3.9626e+00 +3.8847e+00 -4.9562e+00 +1.5088e-02 +1.5320e+00 +3.7805e+00 +4.5005e-01 -4.9829e+00 +3.5780e+00 -4.8904e-01 -3.2557e-01 +7.4705e-01 +1.2217e+00 -9.0847e-01
96 +5.871835569e+01 +5.871835569e+01 -1.141816443e+02 -1.141816443e+02 -3.8841e+00 +3.8567e+00 +2.1418e+00 -3.5045e+00 +2.5283e+00 -3.2592e+00 -5.0620e-01 +2.0456e+00 +2.1810e+00 -3.5758e-01 -6.6838e-01 +4.8817e+00 -3.3551e+00 -3.4659e+00 +1.9456e+00 +4.3323e+00 +1.9383e+00 -4.3799e+00 -1.7854e+00 -2.1922e-01
187 +3.765311850e+01 +3.765311850e+01 -1.352468815e+02 -1.352468815e+02 -6.1518e-01 +2.2167e+00 +2.8653e+00 -2.7716e+00 -2.3552e+00 +8.5062e-01 -4.6242e+00 +4.5525e+00 -2.1708e+00 +8.4679e-01 +1.1726e+00 +3.4262e+00 -4.0370e+00 -2.9451e+00 -2.3467e+00 +1.9655e+00 +4.8321e-01 -4.1999e+00 -4.2135e+00 +1.0121e-02
% function evaluation | noise-free fitness - Fopt (-3.506200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.393901070e+02 +1.393901070e+02 -2.112298930e+02 -2.112298930e+02 +3.6475e+00 -3.6700e+00 -4.8068e-01 +1.6674e+00 +1.0992e+00 +4.5469e+00 +8.4415e-01 -3.3088e+00 -3.4806e-01 -1.9953e+00 +3.1075e+00 -3.0803e+00 -3.9167e+00 +2.3363e+00 +9.9894e-01 -2.5095e+00 +4.5676e+00 -4.6964e+00 -4.3727e+00 +2.7106e+00
21 +7.038511065e+01 +7.038511065e+01 -2.802348894e+02 -2.802348894e+02 -4.2276e+00 -3.3829e+00 +3.9077e+00 -1.5244e+00 +2.2585e+00 +5.2008e-01 +2.1663e+00 +4.7117e+00 -3.2078e+00 +3.1409e+00 +9.8137e-01 -5.1150e-01 -4.3270e+00 +4.9041e-02 +7.0621e-01 +2.9012e+00 +3.5164e+00 -3.4357e+00 +3.4994e+00 +2.2950e+00
257 +5.529170520e+01 +5.529170520e+01 -2.953282948e+02 -2.953282948e+02 -4.4118e-01 -3.9336e+00 -9.0029e-01 +2.5803e+00 +3.0831e-01 +5.3454e-01 +3.1572e+00 +4.9089e+00 +4.0716e+00 +3.6715e+00 +4.5686e+00 -1.3685e+00 -6.9490e-01 +1.2902e+00 +4.6560e+00 +1.3848e+00 +1.0789e+00 -2.2469e+00 +3.7596e+00 -1.7554e+00
